route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
146,Inner Lake Shore/Michigan Express,5/1/22,8795.7,7625.9,6789.2,255948
147,Outer DuSable Lake Shore Express,5/1/22,8281.6,6601.9,5513.3,233401
148,Clarendon/Michigan Express,5/1/22,1136.7,0,0,23870
151,Sheridan,5/1/22,9682.2,9460.8,8008.7,289221
152,Addison,5/1/22,6513.8,3078.7,2363.3,163285
155,Devon,5/1/22,4450.6,3511,2812.9,124385
156,LaSalle,5/1/22,2094,0,0,43974
157,Streeterville/Taylor,5/1/22,2547.6,0,0,53499
165,West 65th,5/1/22,189.8,0,0,3986
169,69th-UPS Express,5/1/22,112.4,9,0,2378
171,U. of Chicago/Hyde Park,5/1/22,848,194.7,0,18587
172,U. of Chicago/Kenwood,5/1/22,1554.6,381.2,320.8,36097
192,U. of Chicago Hospitals Express,5/1/22,406.9,0,0,8544
201,Central/Ridge,5/1/22,1478.2,887.2,0,34592
206,Evanston Circulator,5/1/22,363,0,0,7624
1001,Shuttle/Special Event Route,5/1/22,70.5,1875.2,858.4,14132
1,Bronzeville/Union Station,6/1/22,717,0,0,15774
2,Hyde Park Express,6/1/22,1302.7,0,0,28660
3,King Drive,6/1/22,9015.8,6468.3,5321.3,245507
4,Cottage Grove,6/1/22,9869.4,7312,5312.8,267627
5,South Shore Night Bus,6/1/22,305.1,215.5,228.1,8487
6,Jackson Park Express,6/1/22,5252.8,4975.4,3931.5,151188
7,Harrison,6/1/22,2179.3,0,0,47946
8,Halsted,6/1/22,9872.7,5989.5,4326.9,258464
8A,South Halsted,6/1/22,1581.8,988.1,882.4,42281
9,Ashland,6/1/22,10272.3,10902.9,8121.8,302090
X9,Ashland Express,6/1/22,4500,0,0,98999
10,Museum of S & I,6/1/22,344.6,288.9,457.2,10565
11,Lincoln,6/1/22,983.7,580.5,454.1,25779
12,Roosevelt,6/1/22,6572.4,4180.1,2960.9,173157
J14,Jeffery Jump,6/1/22,5422.6,3235.4,2413.7,141893
15,Jeffery Local,6/1/22,4507.1,2244.9,1691.3,114902
18,16th/18th,6/1/22,1949,1384.3,1066.9,52684
19,United Center Express,6/1/22,38.9,0,0,39
20,Madison,6/1/22,8358.1,5157.6,3511.8,218557
21,Cermak,6/1/22,5699.7,4110.2,2864.3,153292
22,Clark,6/1/22,11982.3,9108.1,7960.6,331885
24,Wentworth,6/1/22,1229.2,0,0,27043
26,South Shore Express,6/1/22,2168.2,0,0,47701
28,Stony Island,6/1/22,2715.9,1295.9,1242.6,69903
29,State,6/1/22,5420.9,4903.8,2831.1,150199
30,South Chicago,6/1/22,1417.3,1025,467.9,37151
31,31st,6/1/22,250.8,0,0,5518
34,South Michigan,6/1/22,2387.7,1604.8,1126.3,63454
35,31st/35th,6/1/22,2520.6,1571.1,1128.1,66251
36,Broadway,6/1/22,9296.5,9469.4,6807.2,269629
37,Sedgwick,6/1/22,547.8,0,0,12052
39,Pershing,6/1/22,1221.9,497.2,351.2,30274
43,43rd,6/1/22,711.3,357,287.6,18228
44,Wallace-Racine,6/1/22,1773,907.8,692.9,45410
47,47th,6/1/22,5577.4,3831,2961.9,149875
48,South Damen,6/1/22,434.8,0,0,9567
49,Western,6/1/22,9544.1,8707.8,5967.9,268673
49B,North Western,6/1/22,3553.2,2665.2,2386.9,98379
X49,Western Express,6/1/22,3391.4,0,0,74610
50,Damen,6/1/22,6262.9,4042.2,3156.2,166578
51,51st,6/1/22,878.2,567.6,423.7,23286
52,Kedzie,6/1/22,5217.1,3325.2,2504.2,138095
52A,South Kedzie,6/1/22,2278.2,1365.2,891.8,59147
53,Pulaski,6/1/22,10628.8,6970.7,4912,281364
53A,South Pulaski,6/1/22,4006,1863.6,1391.4,101152
54,Cicero,6/1/22,5895.2,4152.6,2684,157041
54A,North Cicero/Skokie Blvd.,6/1/22,415.1,0,0,9133
54B,South Cicero,6/1/22,1769.5,1457.3,986.8,48706
55,Garfield,6/1/22,4651.6,3299.1,2790.1,126691
55A,55th/Austin,6/1/22,114,0,0,2509
55N,55th/Narragansett,6/1/22,326.2,238.4,0,8130
56,Milwaukee,6/1/22,4881.8,2898.5,2877.3,130503
57,Laramie,6/1/22,1206.7,667.5,506.6,31243
59,59th/61st,6/1/22,1821.3,1188.9,0,44824
60,Blue Island/26th,6/1/22,6396.5,4008.8,3060.5,169001
62,Archer,6/1/22,5614.9,4055.5,3428.5,153463
62H,Archer/Harlem,6/1/22,734.8,446.7,0,17953
63,63rd,6/1/22,7273.3,5301.4,4538.8,199373
63W,West 63rd,6/1/22,993.9,457.6,438.2,25448
65,Grand,6/1/22,4119.7,3053.5,2316,112111
66,Chicago,6/1/22,12375.7,8402.4,6215.1,330736
67,67th-69th-71st,6/1/22,4583.2,3273,2635.3,124463
68,Northwest Highway,6/1/22,747.7,370.9,237.1,18882
70,Division,6/1/22,4412.8,2725.5,2528.8,118099
71,71st/South Shore,6/1/22,4387.8,3101.5,2375,118437
72,North,6/1/22,8554.7,6281.8,5157.6,233961
73,Armitage,6/1/22,2593.4,1451.4,993.8,66836
74,Fullerton,6/1/22,7021.4,5027.9,4073,190874
75,74th-75th,6/1/22,3611.9,2568.6,2250.9,98740
76,Diversey,6/1/22,7293.4,4663.5,3474,193005
77,Belmont,6/1/22,11417.3,8403.8,6384.3,310334
78,Montrose,6/1/22,4913.4,3107.7,2550.3,130726
79,79th,6/1/22,12184.3,8838.1,7617.1,333877
80,Irving Park,6/1/22,6694.3,4670.7,3648.7,180553
81,Lawrence,6/1/22,7459.5,5802.4,4573.2,205612
81W,West Lawrence,6/1/22,996.2,601.5,404.5,25941
82,Kimball-Homan,6/1/22,9605,6326.9,4289.7,253777
84,Peterson,6/1/22,2152.9,1138.7,857.1,55348
85,Central,6/1/22,6489.2,4339.8,3405.9,173745
85A,North Central,6/1/22,368.7,215.2,0,8972
86,Narragansett/Ridgeland,6/1/22,1178.1,0,0,25917
87,87th,6/1/22,5674,3920.6,2884.6,152048
88,Higgins,6/1/22,739.3,366.4,284,18867
90,Harlem,6/1/22,3166.3,2304.8,1598.9,85273
91,Austin,6/1/22,3800.1,2362.6,1720.9,99937
92,Foster,6/1/22,4262.7,2683.3,2277.1,113620
93,California/Dodge,6/1/22,2439.9,1196.5,0,58464
94,California,6/1/22,6533.8,3314.6,2454.3,166820
95,95th,6/1/22,2934.7,1893.6,1874.6,79636
96,Lunt,6/1/22,475.5,0,0,10462
97,Skokie,6/1/22,1788.8,1271,1032.6,48568
X98,Avon Express,6/1/22,2.6,0,0,36
100,Jeffery Manor Express,6/1/22,343.5,0,0,7557
103,West 103rd,6/1/22,947.1,602,452.1,25053
106,East 103rd,6/1/22,629.5,273.4,192.2,15712
108,Halsted/95th,6/1/22,472,0,0,10385
111,111th/King Drive,6/1/22,1540.3,1015.3,773.1,41039
111A,Pullman Shuttle,6/1/22,171.1,144.5,130.8,4867
112,Vincennes/111th,6/1/22,809.2,468.3,333,21006
115,Pullman/115th,6/1/22,1451.2,969.9,774.9,38905
119,Michigan/119th,6/1/22,2066.7,1593.4,929.8,55560
120,Ogilvie/Streeterville Express,6/1/22,168.1,0,0,3697
121,Union/Streeterville Express,6/1/22,160.7,0,0,3536
124,Navy Pier,6/1/22,1071.7,1403.8,1013.5,33246
125,Water Tower Express,6/1/22,340.2,0,0,7484
126,Jackson,6/1/22,2545.9,1458.3,1022.5,65933
130,Museum Campus,6/1/22,408.9,387.1,393.1,12116
134,Stockton/LaSalle Express,6/1/22,754.7,0,0,16603
135,Clarendon/LaSalle Express,6/1/22,1165.3,0,0,25637
136,Sheridan/LaSalle Express,6/1/22,715.6,0,0,15744
143,Stockton/Michigan Express,6/1/22,507,0,0,11154
146,Inner Lake Shore/Michigan Express,6/1/22,9730,7941.3,7055.1,274045
147,Outer DuSable Lake Shore Express,6/1/22,8753.5,7131.4,5663.3,243755
148,Clarendon/Michigan Express,6/1/22,1201.4,0,0,26431
151,Sheridan,6/1/22,10941.8,10672.5,7963,315261
152,Addison,6/1/22,5756,3315.9,2618.3,150369
155,Devon,6/1/22,4336.6,3741.2,3026,122474
156,LaSalle,6/1/22,2233.6,0,0,49139
157,Streeterville/Taylor,6/1/22,2577,0,0,56694
165,West 65th,6/1/22,139.9,0,0,3077
169,69th-UPS Express,6/1/22,115.1,27,0,2587
171,U. of Chicago/Hyde Park,6/1/22,297.3,38.5,0,6617
172,U. of Chicago/Kenwood,6/1/22,575.5,183.5,279.8,13308
192,U. of Chicago Hospitals Express,6/1/22,382.7,0,0,8420
201,Central/Ridge,6/1/22,1188.1,746.8,0,29126
206,Evanston Circulator,6/1/22,111,0,0,2443
1001,Shuttle/Special Event Route,6/1/22,130.5,2263.6,1385.1,17466
1,Bronzeville/Union Station,7/1/22,773.4,0,0,15467
2,Hyde Park Express,7/1/22,1370.5,0,0,27410
3,King Drive,7/1/22,9170.8,6898.5,5034.9,248118
4,Cottage Grove,7/1/22,9613.6,6703,5073.9,256230
5,South Shore Night Bus,7/1/22,313,215.3,221.8,8667
6,Jackson Park Express,7/1/22,4692.1,4717.3,3557.8,138775
7,Harrison,7/1/22,2146.9,0,0,42938
8,Halsted,7/1/22,9688.9,5839.5,4466.9,249777
8A,South Halsted,7/1/22,1528.4,1162.3,875.9,41635
9,Ashland,7/1/22,9964.8,11363.7,7868.7,303327
X9,Ashland Express,7/1/22,4453.5,0,0,89069
10,Museum of S & I,7/1/22,476.6,333,537.3,14421
11,Lincoln,7/1/22,933.1,568.9,415.3,23999
12,Roosevelt,7/1/22,6301,4076.6,2671.3,162430
J14,Jeffery Jump,7/1/22,5216.8,2982,2106.7,131886
15,Jeffery Local,7/1/22,4096.5,2641.3,1571.5,104565
18,16th/18th,7/1/22,1840.3,1333.6,1036.6,49693
19,United Center Express,7/1/22,5,60.5,0,65
20,Madison,7/1/22,8382.7,4828.5,3184.3,210902
21,Cermak,7/1/22,5389.8,4130.9,2352.1,142563
22,Clark,7/1/22,11778.1,9182.7,7528,326643
24,Wentworth,7/1/22,1219.3,0,0,24385
26,South Shore Express,7/1/22,2137.7,0,0,42754
28,Stony Island,7/1/22,2795,1451.5,1075.8,69612
29,State,7/1/22,5165.3,5716.5,2719.5,148204
30,South Chicago,7/1/22,1268.9,1015.6,412.5,32930
31,31st,7/1/22,265.2,0,0,5303
34,South Michigan,7/1/22,2166.4,1322.8,1009.3,55997
35,31st/35th,7/1/22,2428.8,1461.1,1034,62086
36,Broadway,7/1/22,9214.8,8699.9,7032.5,269991
37,Sedgwick,7/1/22,560.9,0,0,11218
39,Pershing,7/1/22,1148.4,463.5,348.8,27378
43,43rd,7/1/22,719.7,361.2,301.1,18007
44,Wallace-Racine,7/1/22,1810.5,924.6,683.4,44933
47,47th,7/1/22,5580.8,4239.1,3129.7,151590
48,South Damen,7/1/22,358.6,0,0,7172
49,Western,7/1/22,9341.9,8642.3,5837.1,265072
49B,North Western,7/1/22,3396.8,2534.5,2199.4,93805
X49,Western Express,7/1/22,2991.3,0,0,59826
50,Damen,7/1/22,6023.5,3757.8,2808.7,156112
51,51st,7/1/22,782.1,597.2,412.2,21101
52,Kedzie,7/1/22,5024.5,3295.4,2340.3,131010
52A,South Kedzie,7/1/22,2199.1,1253.1,874.8,55496
53,Pulaski,7/1/22,10248.8,6897.2,4735.7,267876
53A,South Pulaski,7/1/22,3987.8,2167.6,1320.6,98517
54,Cicero,7/1/22,5801.7,4028.3,2815.4,153067
54A,North Cicero/Skokie Blvd.,7/1/22,409.1,0,0,8183
54B,South Cicero,7/1/22,1764.6,1435.9,992.7,48427
55,Garfield,7/1/22,4504.2,3568.5,2681,124013
55A,55th/Austin,7/1/22,97.8,0,0,1955
55N,55th/Narragansett,7/1/22,262.3,177.6,0,6134
56,Milwaukee,7/1/22,4592.4,2831.1,2401.9,120415
57,Laramie,7/1/22,1124.8,594.6,338.7,27501
59,59th/61st,7/1/22,1785.4,1185,0,41632
60,Blue Island/26th,7/1/22,6166.2,3970.4,2888.3,160506
62,Archer,7/1/22,5723.5,4190.1,3452.5,156135
62H,Archer/Harlem,7/1/22,703,380.7,0,15963
63,63rd,7/1/22,7094.9,5382.9,4042.8,193069
63W,West 63rd,7/1/22,954.3,497.6,437.2,24197
65,Grand,7/1/22,4229.2,3474.1,2413,116432
66,Chicago,7/1/22,12321.1,8864.8,5869.4,325963
67,67th-69th-71st,7/1/22,4539.1,3516,2782.2,125055
68,Northwest Highway,7/1/22,649.9,340.2,247.3,16182
70,Division,7/1/22,4456.2,3072.4,2258,118035
71,71st/South Shore,7/1/22,4072.7,3088.4,2275.4,110549
72,North,7/1/22,8136.7,6471.2,4493.1,222049
73,Armitage,7/1/22,2496.7,1607.3,941,63617
74,Fullerton,7/1/22,6942.2,5143.9,3702.7,186780
75,74th-75th,7/1/22,3481.6,2837.8,2094.3,96387
76,Diversey,7/1/22,7128.5,4501.4,3278.2,184746
77,Belmont,7/1/22,10978.3,7945,5720.5,293614
78,Montrose,7/1/22,4528.4,3265.6,2193.3,120056
79,79th,7/1/22,11933.3,9271.7,7535.8,330239
80,Irving Park,7/1/22,6197.4,4470.1,3321,166224
81,Lawrence,7/1/22,7408.2,5461.4,4566.9,202873
81W,West Lawrence,7/1/22,1000.5,644.1,341,25276
82,Kimball-Homan,7/1/22,8796.7,5734,3937.5,228229
84,Peterson,7/1/22,1974.2,1013.8,743,49012
85,Central,7/1/22,6369.3,4313.2,3389.4,169289
85A,North Central,7/1/22,377,201.9,0,8549
86,Narragansett/Ridgeland,7/1/22,1009.7,0,0,20194
87,87th,7/1/22,5596.9,3888.8,2933.2,148981
88,Higgins,7/1/22,678.9,348.8,262.8,16898
90,Harlem,7/1/22,3197.9,2299.1,1503.3,84474
91,Austin,7/1/22,3750,2130.9,1598.4,95244
92,Foster,7/1/22,4052.4,2625.2,2152.4,107088
93,California/Dodge,7/1/22,2298.4,1244.7,0,52192
94,California,7/1/22,6306.2,3573.4,2436.7,158610
95,95th,7/1/22,2616,2025,1707.6,72690
96,Lunt,7/1/22,569.8,173.7,156.2,12212
97,Skokie,7/1/22,1806.7,1326.1,958.5,48515
X98,Avon Express,7/1/22,3.2,0,0,52
100,Jeffery Manor Express,7/1/22,337.5,0,0,6749
103,West 103rd,7/1/22,956.5,639.3,495.4,25299
106,East 103rd,7/1/22,593.1,275.2,205.8,14474
108,Halsted/95th,7/1/22,427.5,0,0,8550
111,111th/King Drive,7/1/22,1432.9,885.8,719.6,37405
111A,Pullman Shuttle,7/1/22,174,122.3,88.4,4622
112,Vincennes/111th,7/1/22,774.9,505.4,328.8,19998
115,Pullman/115th,7/1/22,1398.1,861,696.4,36446
119,Michigan/119th,7/1/22,1878.9,1525.1,1028.8,51377
120,Ogilvie/Streeterville Express,7/1/22,179.5,0,0,3590
121,Union/Streeterville Express,7/1/22,167.7,0,0,3353
124,Navy Pier,7/1/22,1196.5,1746.9,1037.9,38892
125,Water Tower Express,7/1/22,313.8,0,0,6277
126,Jackson,7/1/22,2383.1,1471,1139.6,61854
130,Museum Campus,7/1/22,521,607.6,426.2,16015
134,Stockton/LaSalle Express,7/1/22,705.7,0,0,14114
135,Clarendon/LaSalle Express,7/1/22,1216.5,0,0,24329
136,Sheridan/LaSalle Express,7/1/22,748.5,0,0,14969
143,Stockton/Michigan Express,7/1/22,495.5,0,0,9911
146,Inner Lake Shore/Michigan Express,7/1/22,9663.8,8108.3,6639.3,273653
147,Outer DuSable Lake Shore Express,7/1/22,8860.8,7009.1,5569.8,245679
148,Clarendon/Michigan Express,7/1/22,1209.1,0,0,24182
151,Sheridan,7/1/22,10815.8,11442.5,7765.1,320120
152,Addison,7/1/22,4980.5,3177.6,2186.1,128615
155,Devon,7/1/22,4270.1,3715.7,2931.6,121569
156,LaSalle,7/1/22,2366.7,0,0,47334
157,Streeterville/Taylor,7/1/22,2621.5,0,0,52429
165,West 65th,7/1/22,106.6,0,0,2132
169,69th-UPS Express,7/1/22,123.8,9,0,2495
171,U. of Chicago/Hyde Park,7/1/22,158.8,0,0,3177
172,U. of Chicago/Kenwood,7/1/22,363.4,0,0,7269
192,U. of Chicago Hospitals Express,7/1/22,416,0,0,8320
201,Central/Ridge,7/1/22,1054.3,669.8,0,24435
206,Evanston Circulator,7/1/22,87.9,0,0,1758
1001,Shuttle/Special Event Route,7/1/22,47.8,224.6,133.4,2879
1,Bronzeville/Union Station,8/1/22,803.9,0,0,18489
2,Hyde Park Express,8/1/22,1261.7,0,0,29020
3,King Drive,8/1/22,9169.5,5965.2,4839.5,254117
4,Cottage Grove,8/1/22,9621.2,6795.8,5182.3,269199
X4,Cottage Grove Express,8/1/22,1151.1,0,0,9209
5,South Shore Night Bus,8/1/22,235.8,192.8,219.6,7072
6,Jackson Park Express,8/1/22,4916.8,4868.5,3739.5,147518
7,Harrison,8/1/22,2678.8,0,0,61612
8,Halsted,8/1/22,10849.1,6120,4366.3,291475
8A,South Halsted,8/1/22,1583.3,1106.4,758.1,43874
9,Ashland,8/1/22,10769.4,11231,8422.1,326308
X9,Ashland Express,8/1/22,4587.2,0,0,105506
10,Museum of S & I,8/1/22,372.2,349.1,391.1,11521
11,Lincoln,8/1/22,1003.5,681.7,474.5,27706
12,Roosevelt,8/1/22,6609.7,3715.4,2711.3,177730
J14,Jeffery Jump,8/1/22,5601.1,3120.1,2312.7,150558
15,Jeffery Local,8/1/22,4137.5,2359.2,1224.6,109498
18,16th/18th,8/1/22,2028.3,1247.9,864.8,55102
19,United Center Express,8/1/22,114.8,110.3,21.2,833
20,Madison,8/1/22,8898.5,5170,3683.8,240082
21,Cermak,8/1/22,5516.4,3914.2,2603,152947
22,Clark,8/1/22,11488.7,8708.5,7433,328807
24,Wentworth,8/1/22,1344.9,0,0,30932
26,South Shore Express,8/1/22,2389.2,0,0,54951
28,Stony Island,8/1/22,2777.7,1366.5,939.1,73110
29,State,8/1/22,5611.4,4918.8,2765.5,159800
30,South Chicago,8/1/22,1356.3,857.4,347.4,36015
31,31st,8/1/22,304.4,0,0,7000
34,South Michigan,8/1/22,2285.6,1332.7,1130.1,62420
35,31st/35th,8/1/22,2542.1,1357.6,1024.3,67996
36,Broadway,8/1/22,9421.5,8520.2,6620.9,277259
37,Sedgwick,8/1/22,532.4,0,0,12244
39,Pershing,8/1/22,1236.2,365.1,330.5,31215
43,43rd,8/1/22,790.1,332.4,290.5,20664
44,Wallace-Racine,8/1/22,1909.8,912.6,711.9,50424
47,47th,8/1/22,5966.5,3998.8,3177.9,165936
48,South Damen,8/1/22,440,0,0,10121
49,Western,8/1/22,9787.7,8698.3,6106,284334
49B,North Western,8/1/22,3592.3,2730.5,2300.3,102747
X49,Western Express,8/1/22,3529.5,0,0,81178
50,Damen,8/1/22,6447.8,3553.4,3048.2,174707
51,51st,8/1/22,884.1,577.2,354.6,24061
52,Kedzie,8/1/22,5362.5,3344.4,2351.5,146120
52A,South Kedzie,8/1/22,2235.7,1198,745,59193
53,Pulaski,8/1/22,10876.9,7132.3,5245.9,299681
53A,South Pulaski,8/1/22,4440,2081.5,1458.4,116281
54,Cicero,8/1/22,6160.8,4123.8,3098.8,170589
54A,North Cicero/Skokie Blvd.,8/1/22,420.2,0,0,9665
54B,South Cicero,8/1/22,1898.6,1450.5,978.2,53384
55,Garfield,8/1/22,4688.6,3052,2676.5,130751
55A,55th/Austin,8/1/22,110.5,0,0,2541
55N,55th/Narragansett,8/1/22,226.8,151,0,5820
56,Milwaukee,8/1/22,4759.5,2790.3,2377.1,130139
57,Laramie,8/1/22,1244.9,543.8,327,32116
59,59th/61st,8/1/22,1829.2,1171.8,0,46758
60,Blue Island/26th,8/1/22,6690.3,3730.5,3056.2,181025
62,Archer,8/1/22,6015.2,4386.3,3340.1,169255
62H,Archer/Harlem,8/1/22,711.8,390.4,0,17934
63,63rd,8/1/22,7759.7,5450.3,4233.9,217210
63W,West 63rd,8/1/22,1023.3,507.4,467.8,27437
65,Grand,8/1/22,4083.6,3039.4,2280,115201
66,Chicago,8/1/22,12554,9192.1,6449.8,351311
67,67th-69th-71st,8/1/22,4787.1,3363.5,2602.1,133967
68,Northwest Highway,8/1/22,763.9,360.5,258.2,20045
70,Division,8/1/22,4899.6,3047.6,2411.2,134526
71,71st/South Shore,8/1/22,4354,3224,2025.9,121142
72,North,8/1/22,8623.8,6997.2,5738.3,249289
73,Armitage,8/1/22,2668.8,1625.4,960.1,71725
74,Fullerton,8/1/22,7350,5474.9,3831.3,206276
75,74th-75th,8/1/22,3879.3,2708.9,2197.5,108850
76,Diversey,8/1/22,7280.8,4633.1,3143.9,198567
77,Belmont,8/1/22,11142.6,7954.1,5585.1,310436
78,Montrose,8/1/22,4589.2,3041.8,2391.6,127285
79,79th,8/1/22,12198.5,8791.9,6799.9,342932
80,Irving Park,8/1/22,6551.1,4324.4,3389.1,181531
81,Lawrence,8/1/22,7541.1,5378.6,4431.6,212686
81W,West Lawrence,8/1/22,1034.9,590.7,409.6,27804
82,Kimball-Homan,8/1/22,9750.2,5564.4,3654.2,261129
84,Peterson,8/1/22,2143.6,1014.7,822.4,56651
85,Central,8/1/22,6568,3970.6,3292,180115
85A,North Central,8/1/22,377.6,208.6,0,9518
86,Narragansett/Ridgeland,8/1/22,1279.9,0,0,29438
87,87th,8/1/22,5872.8,3686.9,2843.5,161197
88,Higgins,8/1/22,754.2,335.4,291.3,19853
90,Harlem,8/1/22,3197.8,2423.8,1554.1,89462
91,Austin,8/1/22,3907.6,2192.1,1540.5,104805
92,Foster,8/1/22,4345.3,2530.1,2197.3,118851
93,California/Dodge,8/1/22,2572,1322.4,0,64446
94,California,8/1/22,7014,3722.2,2842.5,187580
95,95th,8/1/22,2902.4,2108.3,1567.8,81459
97,Skokie,8/1/22,1836.1,1305.5,969.4,51331
X98,Avon Express,8/1/22,2.8,0,0,50
100,Jeffery Manor Express,8/1/22,355.1,0,0,8167
103,West 103rd,8/1/22,1023.7,607.7,453.8,27791
106,East 103rd,8/1/22,656.4,376.2,200.3,17402
108,Halsted/95th,8/1/22,469.7,0,0,10803
111,111th/King Drive,8/1/22,1495.8,928.6,654.4,40737
111A,Pullman Shuttle,8/1/22,177.8,141.6,109.2,5092
112,Vincennes/111th,8/1/22,853.9,442.2,332.9,22739
115,Pullman/115th,8/1/22,1482.5,890.2,708.3,40492
119,Michigan/119th,8/1/22,2033.5,1371.4,967.2,56125
120,Ogilvie/Streeterville Express,8/1/22,155.1,0,0,3568
121,Union/Streeterville Express,8/1/22,158.4,0,0,3643
124,Navy Pier,8/1/22,1131.7,1614.5,820.1,35767
125,Water Tower Express,8/1/22,314.7,0,0,7239
126,Jackson,8/1/22,2628.7,1436.8,1039.5,70365
128,Soldier Field Express,8/1/22,0,110.7,0,111
130,Museum Campus,8/1/22,387.9,593.2,326.1,12600
134,Stockton/LaSalle Express,8/1/22,802.3,0,0,18454
135,Clarendon/LaSalle Express,8/1/22,1310.8,0,0,30147
136,Sheridan/LaSalle Express,8/1/22,790.7,0,0,18187
143,Stockton/Michigan Express,8/1/22,463.1,0,0,10651
146,Inner Lake Shore/Michigan Express,8/1/22,9841.6,8666.6,5981.4,284950
147,Outer DuSable Lake Shore Express,8/1/22,8963.2,6905.2,5180.2,254495
148,Clarendon/Michigan Express,8/1/22,1227.6,0,0,28234
151,Sheridan,8/1/22,10843,11046.6,7750.3,324576
152,Addison,8/1/22,5535.6,3027.9,1973.8,147327
155,Devon,8/1/22,4471.3,3488.2,2840.8,128156
156,LaSalle,8/1/22,2432.1,0,0,55938
157,Streeterville/Taylor,8/1/22,3077.5,0,0,70783
165,West 65th,8/1/22,140.3,0,0,3226
169,69th-UPS Express,8/1/22,108.1,29,0,2516
171,U. of Chicago/Hyde Park,8/1/22,223.7,111.3,0,5256
172,U. of Chicago/Kenwood,8/1/22,501.1,166.2,137,11964
192,U. of Chicago Hospitals Express,8/1/22,407.8,0,0,9380
201,Central/Ridge,8/1/22,1019.4,652.4,0,26055
206,Evanston Circulator,8/1/22,200.4,0,0,4610
1001,Shuttle/Special Event Route,8/1/22,54.9,234.5,132.4,2729
1,Bronzeville/Union Station,9/1/22,854.4,0,0,17942
2,Hyde Park Express,9/1/22,1178.4,0,0,24747
3,King Drive,9/1/22,9538.9,6702.1,4374.6,248999
4,Cottage Grove,9/1/22,10308.7,7444.2,5226.1,272391
X4,Cottage Grove Express,9/1/22,1512.3,0,0,31758
5,South Shore Night Bus,9/1/22,225.4,246.1,241.3,6925
6,Jackson Park Express,9/1/22,5425.4,5775.2,4137.3,157720
7,Harrison,9/1/22,3767.7,0,0,79121
8,Halsted,9/1/22,13460.5,7097.5,4469,333405
8A,South Halsted,9/1/22,1680.8,1328.8,808.5,44654
9,Ashland,9/1/22,12389.1,12138.4,8123.5,349343
X9,Ashland Express,9/1/22,5238.2,0,0,110002
10,Museum of S & I,9/1/22,201.8,114.8,142.2,803
11,Lincoln,9/1/22,1249.5,631.4,428,30905
12,Roosevelt,9/1/22,7413.3,4163.6,2978,187223
J14,Jeffery Jump,9/1/22,6075.7,3026.8,2179.3,150594
15,Jeffery Local,9/1/22,4629,2809.3,1841.1,117652
18,16th/18th,9/1/22,2527.2,1479.9,948.2,63731
19,United Center Express,9/1/22,101.4,0,31,1045
20,Madison,9/1/22,9916.7,6493.3,4300.4,255726
21,Cermak,9/1/22,6115.2,5011.1,2559.3,161259
22,Clark,9/1/22,11815.8,10108.6,7572.7,326428
24,Wentworth,9/1/22,1584.7,0,0,33279
26,South Shore Express,9/1/22,2762.6,0,0,58015
28,Stony Island,9/1/22,2997.6,1835.8,1143,76009
29,State,9/1/22,6236.5,4914.4,3359.9,167425
30,South Chicago,9/1/22,1629.5,1097.5,468.9,40954
31,31st,9/1/22,370.8,0,0,7787
34,South Michigan,9/1/22,2583.9,1705.9,1074.1,66455
35,31st/35th,9/1/22,2966.9,1514.2,1175.4,74238
36,Broadway,9/1/22,9892.9,9231.9,7152.9,280443
37,Sedgwick,9/1/22,622.9,0,0,13082
39,Pershing,9/1/22,1398.1,444.2,334.6,32809
43,43rd,9/1/22,906.9,419.1,298.1,22213
44,Wallace-Racine,9/1/22,2264.8,1052.7,692,55232
47,47th,9/1/22,6360.6,4254.9,3050.5,165844
48,South Damen,9/1/22,635.6,0,0,13348
49,Western,9/1/22,11163.7,9897.9,6667.5,307366
49B,North Western,9/1/22,4160.8,2831.9,2244.9,109929
X49,Western Express,9/1/22,4728,0,0,99287
50,Damen,9/1/22,7756.7,4073.4,2740.1,192884
51,51st,9/1/22,1098.2,619.3,414,27609
52,Kedzie,9/1/22,6092.6,3727.1,2358.6,154646
52A,South Kedzie,9/1/22,2642.6,1238.3,793.4,64414
53,Pulaski,9/1/22,12464.5,8544.3,5261.5,322240
53A,South Pulaski,9/1/22,5647.8,2352.5,1508.6,135557
54,Cicero,9/1/22,6525.3,4552.5,3135.4,170918
54A,North Cicero/Skokie Blvd.,9/1/22,473.2,0,0,9937
54B,South Cicero,9/1/22,1896.5,1661.6,1094.8,51947
55,Garfield,9/1/22,5348.6,3612.2,2929.4,141417
55A,55th/Austin,9/1/22,148,0,0,3109
55N,55th/Narragansett,9/1/22,327,182.1,0,7595
56,Milwaukee,9/1/22,4923.6,3244.1,2429.7,128520
57,Laramie,9/1/22,1656.8,665.6,373.1,39320
59,59th/61st,9/1/22,2213.5,1267.7,0,51553
60,Blue Island/26th,9/1/22,8245.4,4202.2,2769.1,203808
62,Archer,9/1/22,6762.1,4687,3341.7,177460
62H,Archer/Harlem,9/1/22,833.2,391.7,0,19065
63,63rd,9/1/22,8816.1,6025.1,4604.7,232262
63W,West 63rd,9/1/22,1266.8,556.7,446.9,31065
65,Grand,9/1/22,4412.1,3270,2231.9,116894
