route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
66,Chicago,9/1/22,13964.9,10130.2,6851.3,368041
67,67th-69th-71st,9/1/22,5660.8,3848.3,2678.2,147662
68,Northwest Highway,9/1/22,969.1,344.9,232.1,22892
70,Division,9/1/22,5488,3390,2427.7,140947
71,71st/South Shore,9/1/22,4751.6,3542.1,2448.7,126196
72,North,9/1/22,9188.7,7274,5384.1,248979
73,Armitage,9/1/22,3204.8,1642.4,1010.5,78923
74,Fullerton,9/1/22,8249,5819.5,3934.3,216179
75,74th-75th,9/1/22,4616.3,3082.1,2195.2,120247
76,Diversey,9/1/22,7992.4,5020.3,3165.8,203750
77,Belmont,9/1/22,12284,8852.5,5547.6,321112
78,Montrose,9/1/22,4971.6,3167.4,2066.7,127406
79,79th,9/1/22,13082.5,9044.1,6531.8,343567
80,Irving Park,9/1/22,7312.6,4904.5,3276.6,189566
81,Lawrence,9/1/22,7608.8,5859.6,4235.8,204401
81W,West Lawrence,9/1/22,1178.9,715.1,361.2,29423
82,Kimball-Homan,9/1/22,10912,6019.6,3951.4,272988
84,Peterson,9/1/22,2544.2,1244.3,751.5,62162
85,Central,9/1/22,7271.2,4615.3,3242.9,187370
85A,North Central,9/1/22,427.4,212.2,0,9825
86,Narragansett/Ridgeland,9/1/22,1856.8,0,0,38993
87,87th,9/1/22,6550.9,4011.5,2890,168064
88,Higgins,9/1/22,919.5,424.9,289.3,22455
90,Harlem,9/1/22,3406.4,2526.1,1498.9,89133
91,Austin,9/1/22,4426.2,2508.2,1528.2,110624
92,Foster,9/1/22,5142.1,2969.1,2254.1,131132
93,California/Dodge,9/1/22,2953.5,1432.7,0,67754
94,California,9/1/22,8406.8,4569.5,3183.9,210741
95,95th,9/1/22,3187.3,1885.9,1743.4,83194
96,Lunt,9/1/22,599.3,0,0,12585
97,Skokie,9/1/22,2008.1,1383.5,987.6,52641
X98,Avon Express,9/1/22,3.2,0,0,55
100,Jeffery Manor Express,9/1/22,392.8,0,0,8249
103,West 103rd,9/1/22,1250.6,615.8,449.9,30975
106,East 103rd,9/1/22,881.5,411,178.3,21048
108,Halsted/95th,9/1/22,522.3,0,0,10969
111,111th/King Drive,9/1/22,1787.4,977.5,702.1,44956
111A,Pullman Shuttle,9/1/22,191.4,151.4,105.7,5153
112,Vincennes/111th,9/1/22,1084.2,548.6,302.7,26477
115,Pullman/115th,9/1/22,1700.2,1019.8,689.3,43230
119,Michigan/119th,9/1/22,2125.4,1442.9,1172.1,56266
120,Ogilvie/Streeterville Express,9/1/22,118.1,0,0,2481
121,Union/Streeterville Express,9/1/22,192.6,0,0,4045
124,Navy Pier,9/1/22,733.9,1493.4,773.5,25254
125,Water Tower Express,9/1/22,358.3,0,0,7523
126,Jackson,9/1/22,3281.1,1724.9,1073,81168
128,Soldier Field Express,9/1/22,0,0,144.3,289
130,Museum Campus,9/1/22,190.3,265.8,212.7,1072
134,Stockton/LaSalle Express,9/1/22,956.4,0,0,20085
135,Clarendon/LaSalle Express,9/1/22,1290.6,0,0,27103
136,Sheridan/LaSalle Express,9/1/22,854.8,0,0,17950
143,Stockton/Michigan Express,9/1/22,497.5,0,0,10448
146,Inner Lake Shore/Michigan Express,9/1/22,9870.4,8830.6,6574.7,275475
147,Outer DuSable Lake Shore Express,9/1/22,8962.9,7486.1,5362.9,244979
148,Clarendon/Michigan Express,9/1/22,1326.4,0,0,27854
151,Sheridan,9/1/22,10646.1,11553.2,7959.1,309577
152,Addison,9/1/22,6624.4,3277.8,2045.6,162451
155,Devon,9/1/22,5017.9,4060.5,3037.6,136806
156,LaSalle,9/1/22,2571.9,0,0,54010
157,Streeterville/Taylor,9/1/22,3902.2,0,0,81946
165,West 65th,9/1/22,202.9,0,0,4261
169,69th-UPS Express,9/1/22,100.6,8.5,0,2129
171,U. of Chicago/Hyde Park,9/1/22,639.4,151.1,0,14031
172,U. of Chicago/Kenwood,9/1/22,1221.5,300.7,234.2,28026
192,U. of Chicago Hospitals Express,9/1/22,454.5,0,0,9545
201,Central/Ridge,9/1/22,1427.7,902.1,0,33591
206,Evanston Circulator,9/1/22,321.5,0,0,6751
1001,Shuttle/Special Event Route,9/1/22,76.1,223.4,318.5,4085
1,Bronzeville/Union Station,10/1/22,812,0,0,17051
2,Hyde Park Express,10/1/22,1198.9,0,0,25176
3,King Drive,10/1/22,9719.4,7606.6,4260,263440
4,Cottage Grove,10/1/22,10259.8,7507.7,5008.4,278036
X4,Cottage Grove Express,10/1/22,1407.7,0,0,29561
5,South Shore Night Bus,10/1/22,187.6,201.9,187.6,5887
6,Jackson Park Express,10/1/22,5074.3,5433.1,3775.4,152602
7,Harrison,10/1/22,3620,0,0,76019
8,Halsted,10/1/22,13452.5,7972.9,4534.1,345037
8A,South Halsted,10/1/22,1648.6,1239.5,838.8,45013
9,Ashland,10/1/22,12162.1,11909.9,8757.9,358744
X9,Ashland Express,10/1/22,5050.7,0,0,106066
11,Lincoln,10/1/22,1232.8,662.4,441.7,31410
12,Roosevelt,10/1/22,7020.6,4428.8,2681.7,182986
J14,Jeffery Jump,10/1/22,5664.6,3114.2,2170.4,145380
15,Jeffery Local,10/1/22,4096.1,2826.3,1860.6,109452
18,16th/18th,10/1/22,2363.6,1586.9,1002.5,62583
19,United Center Express,10/1/22,176.5,217.2,215.4,4948
20,Madison,10/1/22,9822,6964,4445.9,263311
21,Cermak,10/1/22,5947.8,4634.2,2744.1,161796
22,Clark,10/1/22,11571.8,9855.1,7786.1,331214
24,Wentworth,10/1/22,1487.2,0,0,31232
26,South Shore Express,10/1/22,2539.2,0,0,53323
28,Stony Island,10/1/22,2762.4,1584.8,1106.7,71467
29,State,10/1/22,6177.5,4409.6,3181.3,167681
30,South Chicago,10/1/22,1575,1116.3,506.8,41191
31,31st,10/1/22,431.5,0,0,9062
34,South Michigan,10/1/22,2428.5,1628.1,1115.4,64716
35,31st/35th,10/1/22,2753.7,1610.4,1164.3,71701
36,Broadway,10/1/22,9912.5,9723.7,7085.4,292207
37,Sedgwick,10/1/22,606.8,0,0,12743
39,Pershing,10/1/22,1349.6,466.4,382.5,32586
43,43rd,10/1/22,887.8,450.1,299.9,22393
44,Wallace-Racine,10/1/22,2145.5,1070.9,720,54010
47,47th,10/1/22,6183.1,4369.1,3116.9,167275
48,South Damen,10/1/22,596.8,0,0,12532
49,Western,10/1/22,10795,9450.1,6827.1,308081
49B,North Western,10/1/22,4097.4,2946.2,2453.6,113045
X49,Western Express,10/1/22,4542.7,0,0,95396
50,Damen,10/1/22,7627.4,4401.8,3150.5,197936
51,51st,10/1/22,1000.3,645.6,433.4,26401
52,Kedzie,10/1/22,5769.9,3572.9,2285.5,150459
52A,South Kedzie,10/1/22,2509.5,1223.1,974.1,63685
53,Pulaski,10/1/22,11974.1,8733.4,5707.6,323662
53A,South Pulaski,10/1/22,5404.6,2344.2,1594.8,133193
54,Cicero,10/1/22,6547.2,4656.1,3282.6,177185
54A,North Cicero/Skokie Blvd.,10/1/22,440.9,0,0,9260
54B,South Cicero,10/1/22,1836.9,1662.8,1175.2,52765
55,Garfield,10/1/22,5219.4,3733.5,3039.2,143471
55A,55th/Austin,10/1/22,139.7,0,0,2933
55N,55th/Narragansett,10/1/22,326.6,165.8,0,7687
56,Milwaukee,10/1/22,4917.4,3077.5,2485.6,131081
57,Laramie,10/1/22,1534.8,699.7,394.7,37703
59,59th/61st,10/1/22,2107,1312.4,0,50808
60,Blue Island/26th,10/1/22,7995.5,4420.1,2661.2,203313
62,Archer,10/1/22,6320.2,4486.2,3159.7,170953
62H,Archer/Harlem,10/1/22,800.8,400.9,0,18821
63,63rd,10/1/22,8310,5619.1,4675.1,225982
63W,West 63rd,10/1/22,1239.9,538.7,454.7,31005
65,Grand,10/1/22,4164.4,3092.3,2037.9,113103
66,Chicago,10/1/22,13900.6,9952.6,6967.8,376515
67,67th-69th-71st,10/1/22,5453.8,3732.5,2700.1,146693
68,Northwest Highway,10/1/22,928.7,348.2,246.3,22474
70,Division,10/1/22,5265.4,3318.4,2541.3,139872
71,71st/South Shore,10/1/22,4714.4,3544.6,2616.4,129807
72,North,10/1/22,8779.7,7158,5605.5,248191
73,Armitage,10/1/22,3328.5,1822.7,1183,84927
74,Fullerton,10/1/22,8144.6,6084.2,4226,222587
75,74th-75th,10/1/22,4358.3,2992.8,2181.8,117397
76,Diversey,10/1/22,7734.4,5214.4,3394.6,205467
77,Belmont,10/1/22,12237.9,7891,5704.2,324971
78,Montrose,10/1/22,5025,3183.4,2394.4,133413
79,79th,10/1/22,12994.4,9676,6997.2,356248
80,Irving Park,10/1/22,7098.3,4764.9,3577.1,190773
81,Lawrence,10/1/22,7650.4,5454.5,4403.4,209948
81W,West Lawrence,10/1/22,1214.5,734.3,495.5,31652
82,Kimball-Homan,10/1/22,10325.9,6130.7,4412.3,269559
84,Peterson,10/1/22,2481.7,1299.1,766.8,62445
85,Central,10/1/22,7229.3,4693.5,3442,192492
85A,North Central,10/1/22,432.4,240.7,0,10283
86,Narragansett/Ridgeland,10/1/22,1728.5,0,0,36299
87,87th,10/1/22,6222.9,4263.2,3195.8,167975
88,Higgins,10/1/22,904,438.2,305.9,22703
90,Harlem,10/1/22,3279.9,2488.9,1547.3,89058
91,Austin,10/1/22,4296.4,2310.8,1563.5,109595
92,Foster,10/1/22,5021.8,2992.1,2369.4,132266
93,California/Dodge,10/1/22,2797,1401.1,0,65743
94,California,10/1/22,7982.4,3909.9,2953.5,201947
95,95th,10/1/22,3082.2,2096.1,1780.1,84107
96,Lunt,10/1/22,556.6,0,0,11689
97,Skokie,10/1/22,1931.8,1402.1,1032.2,52739
X98,Avon Express,10/1/22,3.2,0,0,49
100,Jeffery Manor Express,10/1/22,363,0,0,7622
103,West 103rd,10/1/22,1202.4,642.1,494,30931
106,East 103rd,10/1/22,809.3,388.7,179.9,19838
108,Halsted/95th,10/1/22,490.4,0,0,10298
111,111th/King Drive,10/1/22,1709.3,1036.6,759.2,44874
111A,Pullman Shuttle,10/1/22,183.9,145.2,125.3,5215
112,Vincennes/111th,10/1/22,1033.6,514.7,355.4,26056
115,Pullman/115th,10/1/22,1644.8,1081.1,720,43547
119,Michigan/119th,10/1/22,2115.6,1502.3,1177.9,57829
120,Ogilvie/Streeterville Express,10/1/22,136.2,0,0,2861
121,Union/Streeterville Express,10/1/22,212.3,0,0,4458
124,Navy Pier,10/1/22,769.8,1224.8,568.4,25133
125,Water Tower Express,10/1/22,374.3,0,0,7860
126,Jackson,10/1/22,3027.5,1686.7,1079.5,77409
128,Soldier Field Express,10/1/22,1,0,0,1
134,Stockton/LaSalle Express,10/1/22,989.7,0,0,20783
135,Clarendon/LaSalle Express,10/1/22,1359,0,0,28538
136,Sheridan/LaSalle Express,10/1/22,901.5,0,0,18932
143,Stockton/Michigan Express,10/1/22,597.8,0,0,12553
146,Inner Lake Shore/Michigan Express,10/1/22,9597.8,8097,5365.7,268868
147,Outer DuSable Lake Shore Express,10/1/22,8837.1,7340.2,5198.4,248271
148,Clarendon/Michigan Express,10/1/22,1301.3,0,0,27327
151,Sheridan,10/1/22,10439.5,11269.2,6997,310560
152,Addison,10/1/22,6183,2999.7,1801.5,153849
155,Devon,10/1/22,4803.3,3975.8,3027.3,135884
156,LaSalle,10/1/22,2572.6,0,0,54024
157,Streeterville/Taylor,10/1/22,3955.5,0,0,83065
165,West 65th,10/1/22,198.5,0,0,4168
169,69th-UPS Express,10/1/22,144.4,25.5,0,3084
171,U. of Chicago/Hyde Park,10/1/22,1030.4,239.6,0,22836
172,U. of Chicago/Kenwood,10/1/22,1977.6,406.3,359.4,45358
192,U. of Chicago Hospitals Express,10/1/22,473,0,0,9933
201,Central/Ridge,10/1/22,1752.9,1048.4,0,42053
206,Evanston Circulator,10/1/22,287.3,0,0,6033
1001,Shuttle/Special Event Route,10/1/22,67.6,127.2,76.7,2439
1,Bronzeville/Union Station,11/1/22,748.8,0,0,15724
2,Hyde Park Express,11/1/22,1105.3,0,0,23211
3,King Drive,11/1/22,9111.8,5679.1,4449.6,236312
4,Cottage Grove,11/1/22,9946.8,6524.9,5027,260117
X4,Cottage Grove Express,11/1/22,1459.5,0,0,30649
5,South Shore Night Bus,11/1/22,176.7,173.4,154.6,5177
6,Jackson Park Express,11/1/22,4957.5,4524.2,3439.5,139402
7,Harrison,11/1/22,3390.5,0,0,71200
8,Halsted,11/1/22,12475.8,6918.5,4390.2,311617
8A,South Halsted,11/1/22,1603,970.8,756.6,41329
9,Ashland,11/1/22,11357.5,9768.5,7678.5,315975
X9,Ashland Express,11/1/22,4834.2,0,0,101517
11,Lincoln,11/1/22,1196.9,596.1,407.3,29556
12,Roosevelt,11/1/22,6852.8,3903.7,2779.1,173420
J14,Jeffery Jump,11/1/22,5423.4,2768.3,1987.1,134899
15,Jeffery Local,11/1/22,4243.6,2236.1,1491,105515
18,16th/18th,11/1/22,2249.4,1186.6,805.8,56013
19,United Center Express,11/1/22,158.2,132.9,189,3365
20,Madison,11/1/22,9197.2,5531.9,4136.6,235952
21,Cermak,11/1/22,5436.5,3695,2328.4,140589
22,Clark,11/1/22,10902.5,9427,7006.8,301694
24,Wentworth,11/1/22,1334.5,0,0,28024
26,South Shore Express,11/1/22,2373.8,0,0,49849
28,Stony Island,11/1/22,2601.7,1319.4,910.9,64468
29,State,11/1/22,5754,3919.4,2785.7,150441
30,South Chicago,11/1/22,1507.1,837.8,369.7,36848
31,31st,11/1/22,403.7,0,0,8478
34,South Michigan,11/1/22,2191.9,1403.4,1025.2,56770
35,31st/35th,11/1/22,2576.1,1287.4,1034.4,64421
36,Broadway,11/1/22,9566.3,8361.8,6468.5,266682
37,Sedgwick,11/1/22,620.6,0,0,13032
39,Pershing,11/1/22,1235.1,424.9,325.2,29262
43,43rd,11/1/22,803.7,414,272.4,19895
44,Wallace-Racine,11/1/22,2004,884.8,592.9,48589
47,47th,11/1/22,5752.1,3524,2752.1,148652
48,South Damen,11/1/22,531.1,0,0,11153
49,Western,11/1/22,10237.4,7799.5,5767.9,275024
49B,North Western,11/1/22,3856.7,2400.1,2056.5,100873
X49,Western Express,11/1/22,4214.9,0,0,88513
50,Damen,11/1/22,7276.7,3631.5,2507.7,179875
51,51st,11/1/22,913.1,482.9,334.3,22779
52,Kedzie,11/1/22,5486.5,3065.5,2109.2,138026
52A,South Kedzie,11/1/22,2395.1,1022.2,855.7,58664
53,Pulaski,11/1/22,11601.4,7612.9,5226.9,300216
53A,South Pulaski,11/1/22,5027.4,1832.7,1207.3,118942
54,Cicero,11/1/22,6175.4,3775.9,2812.8,158851
54A,North Cicero/Skokie Blvd.,11/1/22,420.4,0,0,8827
54B,South Cicero,11/1/22,1697.9,1309.2,936.6,45575
55,Garfield,11/1/22,4769.6,3153.2,2663.9,126093
55A,55th/Austin,11/1/22,144.2,0,0,3029
55N,55th/Narragansett,11/1/22,300.2,119.4,0,6781
56,Milwaukee,11/1/22,4594.7,2666.1,2174.4,118024
57,Laramie,11/1/22,1408.4,561.8,373.4,33691
59,59th/61st,11/1/22,2010.2,1040.4,0,46377
60,Blue Island/26th,11/1/22,7170,3458.7,2534.9,177080
62,Archer,11/1/22,5967.7,3829.6,2869.1,154985
62H,Archer/Harlem,11/1/22,767.4,309,0,17352
63,63rd,11/1/22,7915.8,5008.7,4295.4,207744
63W,West 63rd,11/1/22,1145.4,479.3,372.7,27834
65,Grand,11/1/22,3778.8,2468.5,1655.3,97505
66,Chicago,11/1/22,13398.6,8454.1,6309.3,346733
67,67th-69th-71st,11/1/22,5196.1,3224.9,2519,134614
68,Northwest Highway,11/1/22,865.8,314.7,213.6,20509
70,Division,11/1/22,5072.7,2976.5,2245.6,129662
71,71st/South Shore,11/1/22,4523.8,3086.1,2402.6,119357
72,North,11/1/22,8388.6,5988.2,4756.4,223895
73,Armitage,11/1/22,3138,1396.8,974.7,76359
74,Fullerton,11/1/22,7596.5,4827.9,3494.3,196310
75,74th-75th,11/1/22,4148.8,2509.4,1908,106703
76,Diversey,11/1/22,7135.2,3976.6,2777.8,179634
77,Belmont,11/1/22,11432.7,6950.2,4857,292172
78,Montrose,11/1/22,4686.1,2542.5,1640.1,116778
79,79th,11/1/22,12733.8,8654.5,6466.7,334361
80,Irving Park,11/1/22,6614,4047.1,2798.6,169075
81,Lawrence,11/1/22,7330.2,5094.6,4077.8,194701
81W,West Lawrence,11/1/22,1157.5,587.1,445.2,28883
82,Kimball-Homan,11/1/22,9278,5033.3,3375.1,231846
84,Peterson,11/1/22,2220,1000.6,638,53814
85,Central,11/1/22,6839.9,4092.9,3018.6,175103
85A,North Central,11/1/22,390.6,182.4,0,8933
86,Narragansett/Ridgeland,11/1/22,1546.7,0,0,32481
87,87th,11/1/22,5954.9,3559.3,2774,153159
88,Higgins,11/1/22,864,347.5,267.6,20871
90,Harlem,11/1/22,3120.2,2146,1307.5,80646
91,Austin,11/1/22,4007.9,1987,1372.2,98975
92,Foster,11/1/22,4652.6,2472.4,2071.9,117953
93,California/Dodge,11/1/22,2753.4,1206.6,0,62647
94,California,11/1/22,7518.3,3357.5,2617.9,184404
95,95th,11/1/22,2938.5,1822.5,1410.8,76053
96,Lunt,11/1/22,575,0,0,12076
97,Skokie,11/1/22,1910.5,1242.9,930.7,49745
X98,Avon Express,11/1/22,2.5,0,0,40
100,Jeffery Manor Express,11/1/22,299.9,0,0,6299
103,West 103rd,11/1/22,1111,523.5,365.8,27254
106,East 103rd,11/1/22,778.9,312.1,160.4,18408
108,Halsted/95th,11/1/22,430.4,0,0,9038
111,111th/King Drive,11/1/22,1595.8,822.5,645.4,40030
111A,Pullman Shuttle,11/1/22,180.4,121.2,90.8,4728
112,Vincennes/111th,11/1/22,978,453.5,309.8,23900
115,Pullman/115th,11/1/22,1520.1,851.9,676.1,38711
119,Michigan/119th,11/1/22,2052.2,1512,980.6,54047
120,Ogilvie/Streeterville Express,11/1/22,106.3,0,0,2232
121,Union/Streeterville Express,11/1/22,179.8,0,0,3776
124,Navy Pier,11/1/22,665.5,751.1,427.3,19117
125,Water Tower Express,11/1/22,325.1,0,0,6827
126,Jackson,11/1/22,2714.2,1375,991.5,67456
128,Soldier Field Express,11/1/22,0,0,1494.9,2990
134,Stockton/LaSalle Express,11/1/22,937.5,0,0,19687
135,Clarendon/LaSalle Express,11/1/22,1262.7,0,0,26516
136,Sheridan/LaSalle Express,11/1/22,834.3,0,0,17521
143,Stockton/Michigan Express,11/1/22,494.2,0,0,10379
146,Inner Lake Shore/Michigan Express,11/1/22,8896.2,6884.1,5745.1,243082
147,Outer DuSable Lake Shore Express,11/1/22,8542.4,6033.8,4714.7,227099
148,Clarendon/Michigan Express,11/1/22,1250.5,0,0,26259
151,Sheridan,11/1/22,10301.4,9008.8,6527.4,285001
152,Addison,11/1/22,5616.8,2455.9,1595.5,135754
155,Devon,11/1/22,4502.2,3411.4,2646.6,121424
156,LaSalle,11/1/22,2415.7,0,0,50729
157,Streeterville/Taylor,11/1/22,3788.8,0,0,79564
165,West 65th,11/1/22,177,0,0,3717
169,69th-UPS Express,11/1/22,103.2,1.3,0,2172
171,U. of Chicago/Hyde Park,11/1/22,756.9,199.6,0,16694
172,U. of Chicago/Kenwood,11/1/22,1396.6,309.3,299.4,32064
192,U. of Chicago Hospitals Express,11/1/22,422.3,0,0,8868
201,Central/Ridge,11/1/22,1697,922.8,0,39327
206,Evanston Circulator,11/1/22,236.5,0,0,4967
1001,Shuttle/Special Event Route,11/1/22,60.5,88.4,180.1,2525
1,Bronzeville/Union Station,12/1/22,633.4,0,0,13302
2,Hyde Park Express,12/1/22,884,0,0,18565
3,King Drive,12/1/22,9058.4,5968.9,4634.1,243242
4,Cottage Grove,12/1/22,9200.8,6404.1,4775.9,249118
X4,Cottage Grove Express,12/1/22,1363.9,0,0,28641
5,South Shore Night Bus,12/1/22,189.6,160.7,130.4,5436
6,Jackson Park Express,12/1/22,4294.9,4152.8,3155.9,126736
7,Harrison,12/1/22,2307,0,0,48447
8,Halsted,12/1/22,10012.3,6254.7,4079.7,261931
8A,South Halsted,12/1/22,1419.8,1015.1,723.5,38510
9,Ashland,12/1/22,10227.5,8743.5,6677.1,291881
X9,Ashland Express,12/1/22,4273.6,0,0,89745
11,Lincoln,12/1/22,1024,543.7,365.6,26052
12,Roosevelt,12/1/22,6003.5,3485.5,2366.5,155333
J14,Jeffery Jump,12/1/22,4883,2538.4,1860.2,124536
15,Jeffery Local,12/1/22,3569.5,2203.3,1326.9,92611
18,16th/18th,12/1/22,2071.1,1093.3,740.8,52664
19,United Center Express,12/1/22,126.3,84.6,74.8,2205
20,Madison,12/1/22,8602.1,5546.5,3893.7,227845
21,Cermak,12/1/22,4851.5,3055.7,2009.2,127205
22,Clark,12/1/22,10072.7,8450.7,6815.6,287857
24,Wentworth,12/1/22,1241.4,0,0,26069
26,South Shore Express,12/1/22,2150.2,0,0,45154
28,Stony Island,12/1/22,2383.2,1279.3,795.2,60419
29,State,12/1/22,5283.3,3822.9,2588,143004
30,South Chicago,12/1/22,1425.4,809.5,365.8,35809
31,31st,12/1/22,315.7,0,0,6630
34,South Michigan,12/1/22,2010.7,1221.6,1029,53477
35,31st/35th,12/1/22,2231.5,1081,907.1,56801
36,Broadway,12/1/22,8856,8266.7,6229.5,258457
37,Sedgwick,12/1/22,520.4,0,0,10927
39,Pershing,12/1/22,1132,363.7,296.3,27072
43,43rd,12/1/22,711,326.2,256.6,17845
44,Wallace-Racine,12/1/22,1800.7,794.6,594.3,44760
47,47th,12/1/22,5160.3,3413.7,2496.2,137917
48,South Damen,12/1/22,493.8,0,0,10370
49,Western,12/1/22,9050.6,7254.3,5098.6,251827
49B,North Western,12/1/22,3358.8,2320.7,1861.8,91447
X49,Western Express,12/1/22,3844.9,0,0,80743
50,Damen,12/1/22,6448.5,3234.8,2307.6,163131
51,51st,12/1/22,834.8,458.9,384,21746
52,Kedzie,12/1/22,4908.3,2812.6,1871.2,126494
52A,South Kedzie,12/1/22,2086.7,984,844.3,52961
53,Pulaski,12/1/22,10592.8,7538.9,4982.9,285057
53A,South Pulaski,12/1/22,4190.8,1634.9,1184.6,102104
54,Cicero,12/1/22,5466.5,3718.6,2634.7,146563
54A,North Cicero/Skokie Blvd.,12/1/22,379.4,0,0,7968
54B,South Cicero,12/1/22,1448.3,1159.3,790.1,40161
55,Garfield,12/1/22,4280.3,2560.1,2172.2,113548
55A,55th/Austin,12/1/22,107.9,0,0,2266
55N,55th/Narragansett,12/1/22,280.9,122.6,0,6511
56,Milwaukee,12/1/22,4227.9,2368,2058.8,110920
57,Laramie,12/1/22,1255,569.3,325.2,30829
59,59th/61st,12/1/22,1837.2,952.6,0,43343
60,Blue Island/26th,12/1/22,5670,3234.2,2156.6,146024
62,Archer,12/1/22,5176.3,3578.5,2573.9,139465
62H,Archer/Harlem,12/1/22,665.3,291.1,0,15426
63,63rd,12/1/22,6917.2,4548.3,3692.3,186464
63W,West 63rd,12/1/22,1002.4,404.8,354.2,24846
65,Grand,12/1/22,3395.1,2196.3,1546.6,90012
66,Chicago,12/1/22,12675,8366.6,6130.5,338660
67,67th-69th-71st,12/1/22,4468.1,3028.1,2271.9,120331
68,Northwest Highway,12/1/22,744,293.9,192.2,18055
70,Division,12/1/22,4561.6,2781.3,2150.5,120452
71,71st/South Shore,12/1/22,4230.4,3109.4,2196.4,115367
72,North,12/1/22,7569.8,5580.8,4684.5,210292
73,Armitage,12/1/22,2843.5,1331.7,1005.2,71398
74,Fullerton,12/1/22,6831,4554.8,3094.5,181697
75,74th-75th,12/1/22,3758.5,2325.2,1769.8,99404
76,Diversey,12/1/22,6234.2,3882.5,2330.3,161983
77,Belmont,12/1/22,10315.6,6467.1,4481,271368
78,Montrose,12/1/22,4193.4,2251.3,1719.9,107918
79,79th,12/1/22,11820.1,8544,6293.5,322410
80,Irving Park,12/1/22,5995.4,3583.9,2697.6,157312
81,Lawrence,12/1/22,6596.2,4721,3595.7,180103
81W,West Lawrence,12/1/22,1053.4,534.9,424.6,26918
82,Kimball-Homan,12/1/22,8443.2,4784.3,3448.4,218471
84,Peterson,12/1/22,2013.1,974,554.6,49918
85,Central,12/1/22,6297.2,3708.2,2881.9,165191
85A,North Central,12/1/22,360,195.2,0,8535
86,Narragansett/Ridgeland,12/1/22,1275.4,0,0,26784
87,87th,12/1/22,5491.8,3480.4,2599.4,145726
88,Higgins,12/1/22,751.8,324.6,236.7,18595
90,Harlem,12/1/22,2747.3,1878.5,1224.5,73207
91,Austin,12/1/22,3534.8,1807.7,1271.1,89625
92,Foster,12/1/22,4039.1,2134.7,1825.2,104620
93,California/Dodge,12/1/22,2432.3,1028.7,0,56222
94,California,12/1/22,6639.6,3147.7,2429.1,167317
95,95th,12/1/22,2729.2,1916.7,1428.6,74041
96,Lunt,12/1/22,486.6,0,0,10219
97,Skokie,12/1/22,1714.8,1101.7,879.6,45917
X98,Avon Express,12/1/22,2.4,0,0,24
100,Jeffery Manor Express,12/1/22,297,0,0,6237
103,West 103rd,12/1/22,997.7,484.7,339.9,25074
106,East 103rd,12/1/22,738.8,320.3,161,17921
108,Halsted/95th,12/1/22,364.4,0,0,7652
111,111th/King Drive,12/1/22,1361.4,761,599.7,35393
111A,Pullman Shuttle,12/1/22,199.3,142.6,101.1,5403
112,Vincennes/111th,12/1/22,861.2,393.9,278.4,21447
115,Pullman/115th,12/1/22,1367.1,749.1,601.3,35462
119,Michigan/119th,12/1/22,1792.2,1297.9,877.4,48512
120,Ogilvie/Streeterville Express,12/1/22,80.8,0,0,1698
121,Union/Streeterville Express,12/1/22,142.6,0,0,2994
124,Navy Pier,12/1/22,648.8,642.3,377.9,18727
125,Water Tower Express,12/1/22,289.3,0,0,6075
126,Jackson,12/1/22,2369.4,1267.7,975.9,60975
128,Soldier Field Express,12/1/22,0,166.5,198,563
134,Stockton/LaSalle Express,12/1/22,699.1,0,0,14682
135,Clarendon/LaSalle Express,12/1/22,967.4,0,0,20316
136,Sheridan/LaSalle Express,12/1/22,663.3,0,0,13930
143,Stockton/Michigan Express,12/1/22,445.7,0,0,9360
146,Inner Lake Shore/Michigan Express,12/1/22,8308.4,6977.4,5682.5,237776
147,Outer DuSable Lake Shore Express,12/1/22,7365.7,5795.6,4352.4,205421
148,Clarendon/Michigan Express,12/1/22,1060.7,0,0,22274
151,Sheridan,12/1/22,9361,8951.4,6167.9,272178
152,Addison,12/1/22,4994.3,2284.7,1562.6,124118
155,Devon,12/1/22,4010.9,3049.5,2370.2,111327
156,LaSalle,12/1/22,2164.8,0,0,45460
157,Streeterville/Taylor,12/1/22,2623.2,0,0,55087
165,West 65th,12/1/22,157.9,0,0,3317
169,69th-UPS Express,12/1/22,113.1,37.9,0,2450
171,U. of Chicago/Hyde Park,12/1/22,503.1,142.5,0,11277
172,U. of Chicago/Kenwood,12/1/22,811.8,242.7,211.2,19318
192,U. of Chicago Hospitals Express,12/1/22,317.1,0,0,6660
201,Central/Ridge,12/1/22,1149.6,657.8,0,27431
206,Evanston Circulator,12/1/22,227.1,0,0,4770
1001,Shuttle/Special Event Route,12/1/22,67.3,151.5,152.2,2932
1,Bronzeville/Union Station,1/1/23,803.4,0,0,16871
2,Hyde Park Express,1/1/23,1320.9,0,0,27740
3,King Drive,1/1/23,9080.2,6639.6,5026.8,247403
4,Cottage Grove,1/1/23,9065.2,7232.2,5338.5,251328
X4,Cottage Grove Express,1/1/23,1761.5,0,0,36992
5,South Shore Night Bus,1/1/23,169.3,155,131.1,4962
6,Jackson Park Express,1/1/23,4022.7,4411.9,3434.1,122728
7,Harrison,1/1/23,3164.8,0,0,66461
8,Halsted,1/1/23,12015.2,8345.6,5530.2,318883
